	"rsem_out/AK-1_S27.R1.cutadapt.genes.results"	"rsem_out/AK-23_S1.R1.cutadapt.genes.results"	"rsem_out/AK-24_S2.R1.cutadapt.genes.results"	"rsem_out/AK-25_S3.R1.cutadapt.genes.results"	"rsem_out/AK-26_S4.R1.cutadapt.genes.results"	"rsem_out/AK-27_S5.R1.cutadapt.genes.results"	"rsem_out/AK-28_S6.R1.cutadapt.genes.results"	"rsem_out/AK-29_S7.R1.cutadapt.genes.results"	"rsem_out/AK-2_S28.R1.cutadapt.genes.results"	"rsem_out/AK-30_S8.R1.cutadapt.genes.results"	"rsem_out/AK-31_S9.R1.cutadapt.genes.results"	"rsem_out/AK-32_S10.R1.cutadapt.genes.results"	"rsem_out/AK-33_S11.R1.cutadapt.genes.results"	"rsem_out/AK-34_S12.R1.cutadapt.genes.results"	"rsem_out/AK-35_S13.R1.cutadapt.genes.results"	"rsem_out/AK-36_S14.R1.cutadapt.genes.results"	"rsem_out/AK-37_S15.R1.cutadapt.genes.results"	"rsem_out/AK-38_S16.R1.cutadapt.genes.results"	"rsem_out/AK-39_S17.R1.cutadapt.genes.results"	"rsem_out/AK-40_S18.R1.cutadapt.genes.results"	"rsem_out/AK-41_S19.R1.cutadapt.genes.results"	"rsem_out/AK-42_S20.R1.cutadapt.genes.results"	"rsem_out/AK-43_S21.R1.cutadapt.genes.results"	"rsem_out/AK-44_S22.R1.cutadapt.genes.results"	"rsem_out/AK-45_S23.R1.cutadapt.genes.results"	"rsem_out/AK-46_S24.R1.cutadapt.genes.results"	"rsem_out/AK-47_S25.R1.cutadapt.genes.results"	"rsem_out/AK-48_S26.R1.cutadapt.genes.results"	"rsem_out/AK-4_S29.R1.cutadapt.genes.results"	"rsem_out/AK-5_S30.R1.cutadapt.genes.results"	"rsem_out/SHC-17_S13.R1.cutadapt.genes.results"	"rsem_out/SHC-18_S14.R1.cutadapt.genes.results"	"rsem_out/Undetermined_S0.R1.cutadapt.genes.results"
"GBI_00095"	26.10	0.00	42.11	52.66	62.94	19.96	12.49	16.47	7.63	17.64	23.38	73.92	43.04	5.75	18.54	27.24	21.86	38.01	80.07	53.61	10.67	13.37	18.33	39.61	64.92	54.80	4.25	6.99	47.86	0.00	28.25	17.17	38.39
"GBI_00096"	36.23	0.00	49.20	43.77	49.59	32.07	16.25	37.77	45.55	8.80	35.06	52.39	54.58	15.46	12.78	103.51	20.25	60.19	53.86	53.27	27.20	46.48	29.19	61.56	45.41	51.50	27.37	39.42	64.43	0.00	6.13	25.62	46.00
"GBI_00097"	4.71	0.00	0.00	34.70	19.40	0.00	0.00	5.97	18.90	0.39	12.39	18.49	25.50	0.00	0.49	0.91	0.21	23.54	27.62	19.28	0.00	9.26	0.32	16.12	15.89	20.40	0.00	10.61	12.39	0.00	0.00	14.52	8.93
"GBI_00098"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.41	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.74	0.00	0.00	0.00	0.00	0.00
"GBI_00099"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.43	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"GBI_00102"	8.26	0.00	0.00	8.03	8.76	3.85	0.32	1.59	0.40	0.15	4.62	4.21	5.12	1.28	0.37	0.61	3.55	5.83	5.33	8.48	6.42	1.71	4.42	5.20	2.02	5.37	0.00	0.81	3.00	0.00	0.19	3.50	4.50
"GBI_00103"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"GBI_00104"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	33.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	27.87	0.69	1.70
"GBI_00107"	20.10	0.00	0.00	0.55	0.46	1.80	0.00	10.19	0.00	0.00	1.50	0.37	0.00	0.00	0.00	14.89	15.65	0.00	0.46	0.84	0.00	1.60	9.15	0.00	0.36	0.00	0.00	1.51	0.53	0.00	0.00	0.33	2.05
"GBI_00108"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"GBI_00109"	8.00	0.00	0.00	7.13	2.20	19.77	1.64	0.00	1.99	0.25	0.86	6.71	2.25	4.38	0.63	0.00	13.56	0.89	9.68	3.14	4.58	116.50	5.89	0.00	2.80	0.38	2.67	49.20	3.19	0.00	0.83	2.27	8.84
"GBI_00110"	0.00	0.00	0.00	0.00	0.00	0.91	0.00	0.00	0.00	0.00	0.00	0.00	0.24	0.00	0.00	0.00	0.00	0.00	0.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"GBI_00111"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.65	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.93	0.00	0.00	0.00	15.50	0.00	0.00	0.00	0.00	0.00	8.35	0.00	0.00	0.00	0.00	0.00
"GBI_00112"	0.62	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.13	0.00	0.52	0.00	0.00	0.00	0.00	0.00	0.00	0.58	0.00	0.59	0.00	16.18	0.00	0.00	0.50	0.57	0.00	7.39	0.00	0.00	0.00	0.25	0.57
"GBI_00113"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.65	4.28	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"GBI_00114"	0.28	0.00	0.00	10.93	5.10	0.00	0.73	0.52	0.00	0.00	0.00	5.17	4.23	0.00	0.00	0.00	0.56	0.52	6.26	0.26	0.00	0.74	0.70	0.00	4.64	4.03	0.00	0.93	1.64	0.00	0.00	0.51	1.51
"GBI_00115"	77.69	0.00	33.26	70.65	45.05	44.93	60.95	23.86	31.12	23.07	34.40	64.67	47.23	33.45	40.48	11.29	78.04	38.85	66.84	37.13	37.65	32.73	97.88	33.24	62.58	44.15	24.88	24.16	63.68	0.00	17.22	59.73	52.30
"GBI_00116"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.84	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.35	0.00
"GBI_00117"	0.58	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"GBI_00118"	0.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.06	0.00	0.00	0.00	0.00	0.00	0.00	1.95	0.00	0.00	0.00	0.00	0.00	5.11	0.16	0.00	0.00	0.00	0.00	0.00	0.00	0.27	0.00	0.76
"GBI_00119"	0.00	0.00	0.00	3.79	2.35	0.00	0.00	0.00	0.00	0.00	0.00	2.50	0.84	0.00	0.00	0.00	0.00	0.72	2.37	0.00	0.00	0.00	0.00	0.00	0.61	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.40
"GBI_00120"	0.00	0.00	0.00	2.99	0.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.53	0.00	0.00	0.00	0.00	0.00	3.33	0.76	0.00	0.00	0.00	0.00	2.59	0.74	0.00	0.00	0.00	0.00	0.00	0.00	2.22
"GBI_00121"	0.00	0.00	0.00	15.16	6.29	0.00	0.00	0.00	0.00	0.00	0.00	2.51	3.36	0.00	0.00	0.00	1.03	0.00	6.35	0.00	0.00	0.00	0.00	9.09	6.16	1.40	0.00	0.00	9.21	0.00	0.00	0.00	1.41
"GBI_00122"	4.80	0.00	10.53	23.59	16.83	3.50	13.42	11.22	14.73	13.85	6.78	29.42	18.32	3.31	14.41	9.42	3.10	27.83	29.90	17.42	4.71	20.36	2.67	29.57	34.89	18.56	1.21	22.89	10.82	0.00	5.15	18.95	14.92
"GBI_00123"	163.44	0.00	309.63	52.07	58.20	29.36	76.96	234.50	107.36	34.36	117.55	50.40	48.82	5.84	34.44	770.70	87.32	94.69	55.48	91.96	60.34	56.71	113.99	106.61	67.37	78.09	28.52	73.35	146.95	0.00	34.72	38.85	103.07
"GBI_00124"	124.88	230.51	101.12	71.38	73.23	84.30	239.38	71.90	105.60	159.93	46.08	104.98	80.04	104.26	248.12	59.17	74.86	138.94	99.24	92.65	152.77	159.02	76.05	90.12	106.35	83.72	83.84	203.75	65.52	0.00	113.91	105.73	88.78
"GBI_00125"	0.00	0.00	0.00	5.35	8.87	5.77	0.85	1.52	0.00	0.00	3.21	1.70	1.75	0.00	0.00	0.00	0.11	2.09	0.99	2.71	2.85	0.57	0.00	3.62	1.79	3.50	1.04	1.08	3.05	0.00	0.00	5.66	1.90
"GBI_00126"	80.67	0.00	12.13	55.65	24.62	31.06	59.56	25.30	64.89	24.55	12.67	61.05	55.51	30.89	55.65	15.03	55.84	26.01	57.65	25.20	62.61	46.05	66.48	14.05	55.38	19.78	27.93	74.15	52.02	745.75	21.40	19.67	41.31
"GBI_00127"	412.21	0.00	256.65	122.43	115.65	400.06	297.77	201.27	261.66	246.38	118.61	147.09	114.02	484.17	255.04	262.25	748.54	216.05	130.99	175.57	792.45	259.33	1040.24	176.13	177.83	139.50	849.61	376.80	189.75	0.00	341.34	140.08	347.50
"GBI_00128"	33.45	0.00	0.00	8.18	7.08	5.76	6.89	16.89	7.19	1.78	6.58	7.97	4.98	1.53	1.33	51.72	25.57	7.62	4.74	9.20	1.28	2.56	39.04	7.92	8.74	3.67	5.60	2.42	15.06	0.00	3.26	6.25	14.45
"GBI_00129"	10.86	0.00	0.00	0.71	1.56	0.75	0.00	1.44	4.44	1.18	1.21	0.93	0.86	3.04	3.52	0.14	13.15	5.09	0.39	0.36	0.00	1.86	7.19	0.75	0.00	0.69	1.24	0.64	0.46	0.00	1.85	1.40	2.26
"GBI_00130"	26.12	0.00	0.00	32.41	36.54	8.21	3.27	8.54	21.84	3.03	11.98	29.03	38.94	0.00	2.53	6.21	2.48	14.91	35.89	32.36	0.00	10.94	2.72	33.44	28.84	30.23	0.00	8.96	30.73	0.00	3.32	14.34	21.71
"GBI_00131"	0.00	0.00	0.00	0.70	1.15	0.00	0.00	0.00	0.00	20.11	0.94	1.37	1.23	0.00	0.00	1.22	0.00	0.40	1.16	0.40	0.00	0.00	0.22	0.00	0.00	0.51	0.00	0.00	1.01	0.00	20.06	0.62	1.03
"GBI_00132"	0.00	0.00	0.00	0.00	1.07	0.00	0.00	0.00	0.00	8.19	0.00	0.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.31	0.18	0.34	0.28	0.95	0.00	0.00	0.00	0.00	7.64	0.39	0.32
"GBI_00133"	0.41	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.06	0.00	0.00	0.00	0.00	0.00	0.00	0.27	0.00	0.00	0.77	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.60	0.45	0.74
"GBI_00134"	1.79	0.00	0.00	26.41	18.26	0.00	0.00	0.00	0.00	0.00	76.11	4.38	7.81	0.00	0.00	0.00	0.00	25.09	18.46	20.18	0.00	0.00	0.00	14.09	1.43	11.38	0.00	0.00	8.57	0.00	0.00	10.60	9.86
"GBI_00135"	182.84	0.00	57.30	122.25	176.05	190.57	106.37	52.75	136.73	85.59	127.44	110.39	107.91	213.27	97.02	48.53	115.44	92.68	107.21	102.66	184.20	125.31	126.78	104.57	99.20	100.24	89.69	136.54	175.58	0.00	76.84	206.32	127.42
"GBI_00136"	234.03	0.00	96.97	113.34	144.40	100.37	101.18	157.93	137.21	52.39	92.91	96.24	131.27	110.74	93.41	314.51	115.51	122.98	94.60	152.01	114.88	137.45	104.71	172.84	118.55	143.31	121.54	140.26	159.52	0.00	52.52	82.38	137.29
"GBI_00137"	2.28	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.69	0.00	0.00	0.00	0.00	0.00	0.00	15.05	0.00	0.00	0.00	2.04	0.00	14.47	0.00	0.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.93
"GBI_00138"	1.32	0.00	0.00	0.00	0.00	0.00	1.77	2.52	0.00	0.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"GBI_00139"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"GBI_00142"	0.00	0.00	0.00	4.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.32	1.27	0.00	0.00	0.00	0.52	0.00	1.20	0.00	0.00	0.00	0.00	0.00	0.31	0.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"GBI_00143"	0.83	0.00	0.00	6.13	0.00	0.00	0.00	0.00	0.00	0.00	0.69	1.35	1.81	0.00	0.00	0.00	1.11	0.00	5.12	0.78	0.00	0.00	0.42	0.00	1.99	0.75	0.00	0.00	0.99	0.00	0.00	0.00	0.76
"GBI_00144"	78.50	0.00	0.00	10.90	7.98	10.39	4.14	13.75	6.04	11.20	5.85	9.71	9.07	4.13	6.39	33.51	36.23	12.10	13.63	13.41	9.23	8.30	71.45	13.01	8.92	8.74	13.46	8.29	15.74	0.00	9.66	3.34	21.79
"GBI_00145"	321.84	0.00	0.00	43.10	66.39	92.52	43.14	66.14	169.36	15.39	51.55	59.39	38.12	49.76	37.50	64.40	45.19	68.66	32.12	78.52	55.56	115.99	34.98	122.59	61.81	60.15	72.88	79.79	112.89	0.00	14.15	51.93	83.77
"GBI_00146"	1890.40	1459.29	960.22	346.09	217.10	1399.94	2624.24	780.61	1296.83	1921.25	418.33	338.16	274.82	2646.51	2973.05	510.60	3650.19	932.40	388.59	521.71	4479.56	1854.66	3708.69	406.81	478.24	349.95	2898.95	4507.39	479.28	0.00	1884.59	1004.22	1448.58
"GBI_00147"	29.16	0.00	72.26	43.11	32.67	8.56	32.97	39.28	60.86	37.20	11.26	42.48	25.94	5.68	20.09	70.38	37.20	69.23	163.69	55.70	20.93	57.43	35.12	128.03	192.01	73.66	8.32	41.36	76.82	0.00	21.13	27.39	55.45
"GBI_00148"	6.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.66	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"GBI_00149"	13.09	0.00	74.07	44.93	40.85	1.76	59.43	96.26	25.54	3.24	40.26	32.10	21.53	6.99	41.19	33.22	5.00	39.66	27.54	26.77	15.61	30.80	5.81	53.41	33.28	34.32	19.90	23.59	26.60	0.00	7.10	30.18	28.42
"GBI_00150"	2358.25	1489.79	1089.22	1553.12	1217.77	1705.51	4097.91	921.70	444.72	356.26	1471.30	1011.01	915.38	1813.22	1438.90	1279.20	2829.08	1675.29	918.67	867.54	1692.20	1407.03	4923.34	1157.11	974.93	1299.58	2786.10	1515.63	663.95	3347.12	681.00	2583.62	1750.79
"GBI_00151"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.14	0.00	0.00	0.00	0.00	0.00	1.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.44	0.00	0.00
"GBI_00152"	23.37	214.71	31.40	20.23	15.73	15.63	21.73	16.89	23.81	134.82	27.05	19.26	13.51	5.92	20.33	13.02	13.71	43.87	15.04	13.63	8.27	31.23	13.08	25.76	15.52	17.05	8.43	47.81	9.17	0.00	102.94	51.58	26.13
"GBI_00153"	15.64	0.00	0.00	61.79	66.00	35.21	8.55	19.08	63.17	8.20	73.67	62.59	75.25	13.67	12.55	10.58	4.74	38.21	39.23	38.92	5.72	70.17	5.31	48.91	48.52	90.22	4.17	59.50	52.55	0.00	4.52	20.05	40.73
"GBI_00154"	166.63	0.00	232.27	238.01	220.17	537.53	116.92	199.12	191.96	149.88	146.33	207.69	272.20	289.98	125.69	84.05	213.04	207.89	223.71	146.48	232.77	247.67	131.31	261.57	214.11	165.72	534.02	144.89	316.53	1019.60	110.93	145.16	209.70
"GBI_00155"	1.16	0.00	0.00	21.75	25.42	18.22	1.54	0.00	0.97	26.80	1.45	17.70	13.32	0.00	0.00	1.68	1.95	0.54	21.44	6.44	0.00	0.00	3.26	0.00	65.02	2.33	0.00	0.00	13.18	0.00	2.55	1.37	18.15
"GBI_00156"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.32	3.50	13.86	0.00	0.00	0.00	0.00	0.00	15.22	17.82	0.00	0.00	0.00	0.00	10.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"GBI_00157"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	13.24	0.00	0.00
"GBI_00158"	0.00	0.00	0.00	20.40	14.81	0.00	0.00	0.00	0.00	0.00	1.70	1.66	2.22	0.00	0.00	0.75	0.00	4.83	0.00	0.00	0.00	0.00	0.00	0.00	9.91	8.47	0.00	0.00	0.00	0.00	0.00	0.00	2.84
"GBI_00159"	16.30	0.00	29.78	3.25	0.00	0.00	138.83	68.08	0.00	10.56	1.33	0.29	0.00	0.00	193.98	0.19	21.00	0.00	0.00	0.19	3.31	0.81	21.38	0.23	0.23	0.00	0.00	0.00	0.73	0.00	11.87	0.15	13.57
"GBI_00160"	9.59	0.00	17.18	1.91	1.77	0.00	1.72	3.29	1.86	27.26	3.32	2.57	1.56	1.62	2.17	9.06	3.80	2.18	3.25	2.28	0.81	0.97	10.28	1.76	5.08	2.23	2.64	1.03	1.87	0.00	16.94	1.38	4.60
"GBI_00161"	23.21	0.00	0.00	25.40	32.73	50.33	27.23	24.54	64.39	10.57	22.84	24.89	22.97	83.35	21.77	14.68	22.58	29.61	25.48	19.71	89.51	38.66	35.97	31.90	32.63	32.01	109.31	32.40	36.78	0.00	15.76	21.69	34.01
"GBI_00162"	7.95	230.98	168.87	8.47	10.97	23.97	27.75	27.23	27.10	52.22	22.47	10.97	9.80	18.54	30.39	12.97	8.16	30.63	9.09	13.80	34.20	15.31	6.19	27.35	15.04	12.70	27.60	24.80	10.82	0.00	47.63	9.81	14.52
"GBI_00163"	0.41	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.27	0.00	0.00	0.00	0.00	0.00	0.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.75
"GBI_00164"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.24	0.00	0.00	0.00	0.00	0.00	0.58	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"GBI_00165"	70.86	104.84	71.80	81.30	57.51	50.95	62.71	28.07	48.66	33.04	31.46	79.29	66.84	80.00	65.26	19.48	157.60	38.71	74.83	42.40	132.53	35.61	168.30	56.08	82.85	55.84	81.48	45.25	70.13	0.00	33.53	35.15	67.35
"GBI_00166"	689.71	0.00	35.24	68.68	65.33	74.07	158.66	137.91	238.42	81.07	55.14	90.99	49.57	73.13	232.25	67.95	116.84	104.83	65.72	75.44	174.41	158.94	155.76	139.69	99.48	67.53	131.88	128.46	155.29	0.00	85.50	110.86	132.37
"GBI_00167"	6.19	0.00	0.00	33.18	38.46	30.66	24.89	9.32	12.40	20.84	26.93	43.76	46.04	28.68	15.59	1.38	11.58	35.41	45.59	56.99	21.59	17.87	5.51	24.47	39.65	57.24	17.28	8.51	52.86	0.00	13.34	38.90	26.53
"GBI_00168"	0.00	0.00	0.00	0.67	0.00	0.00	1.45	0.00	0.00	0.00	0.00	0.00	0.60	0.00	0.00	0.00	0.00	0.00	0.00	1.02	0.00	0.00	0.00	0.00	0.44	0.00	0.00	0.00	0.00	0.00	0.00	0.40	0.00
"GBI_00169"	2.77	0.00	0.00	10.81	9.37	1.59	21.14	33.12	26.48	0.49	18.60	18.12	12.59	2.11	6.13	22.10	0.80	25.96	12.29	8.60	1.77	27.58	1.42	21.49	11.44	9.78	0.00	22.74	9.94	0.00	0.00	26.20	16.34
"GBI_00170"	308.14	107.67	173.20	114.41	87.69	180.99	446.56	110.47	414.95	144.99	106.77	137.87	74.16	285.51	476.43	38.61	447.29	276.80	131.17	116.68	336.95	333.12	407.06	194.82	130.50	94.15	176.99	437.65	123.81	0.00	105.05	234.73	202.41
"GBI_00171"	25.73	0.00	42.97	51.94	35.10	35.98	33.57	22.31	35.26	17.78	27.15	65.59	41.89	23.41	36.69	15.48	23.87	53.71	62.11	50.67	33.93	71.50	23.92	41.01	64.08	43.94	8.24	107.05	29.28	0.00	10.92	39.76	38.93
"GBI_00172"	13.58	0.00	39.23	59.86	50.80	23.25	26.07	17.92	19.09	23.42	19.23	62.30	59.72	6.47	24.14	3.94	13.73	38.11	62.72	42.43	9.04	31.59	15.43	29.11	55.00	43.76	2.63	34.16	39.39	0.00	17.72	32.93	33.23
"GBI_00173"	400.71	0.00	136.03	71.10	99.78	40.31	52.43	75.43	77.05	110.72	61.85	90.41	84.82	17.11	45.27	121.71	181.25	94.61	107.36	109.31	42.99	68.01	119.02	116.69	85.25	95.28	20.88	60.25	120.21	0.00	78.23	86.24	117.25
"GBI_00174"	6.34	0.00	185.55	447.07	1999.96	29.91	12.26	43.67	108.19	3.52	556.04	470.57	814.22	10.50	3.38	3.80	2.36	307.17	398.23	1376.44	6.84	78.12	1.90	642.56	318.90	2011.39	1.42	21.42	762.13	0.00	1.96	131.04	520.00
"GBI_00175"	0.84	0.00	0.00	2.77	2.01	4.49	2.98	0.53	2.80	1.38	0.94	0.00	0.92	0.00	0.86	0.00	0.38	1.05	0.58	0.26	6.24	4.99	0.29	1.10	1.12	1.53	5.45	1.89	1.33	0.00	3.41	0.62	0.51
"GBI_00176"	39.29	0.00	70.80	112.35	143.99	169.30	177.79	96.23	231.47	53.10	77.62	110.28	106.57	111.15	197.26	23.85	34.82	204.53	96.66	141.22	111.04	370.11	29.15	128.18	123.57	160.63	73.91	263.51	140.00	0.00	39.83	250.56	119.38
"GBI_00177"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.98	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"GBI_00179"	0.00	0.00	0.00	2.37	6.40	0.00	0.00	0.00	2.40	0.00	1.20	3.91	3.15	0.00	0.00	0.00	0.00	1.34	1.48	4.06	0.00	0.00	0.00	3.31	0.77	3.06	0.00	0.00	2.86	0.00	0.00	0.35	1.32
"GBI_00180"	44.26	0.00	51.34	28.83	27.54	6.08	18.84	33.57	25.11	15.50	34.05	26.72	25.47	2.15	12.64	23.54	38.45	29.58	29.43	21.15	4.96	28.19	27.13	27.99	21.63	19.02	4.60	31.85	21.93	0.00	5.99	29.15	26.26
"GBI_00181"	59.06	0.00	158.43	214.99	212.62	74.55	151.46	92.52	130.02	141.50	52.06	201.69	153.87	84.03	161.15	25.72	56.61	68.14	193.41	163.75	123.54	56.15	55.75	39.79	196.43	156.74	54.16	128.80	426.33	0.00	111.42	119.02	129.23
"GBI_00182"	0.00	0.00	0.00	7.09	17.64	0.00	15.37	65.53	4.81	0.00	32.42	2.35	7.85	0.00	0.00	3.13	0.00	4.03	8.90	5.41	0.00	2.57	0.00	8.50	3.45	13.08	0.00	0.00	8.60	0.00	0.00	3.19	2.64
"GBI_00183"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"GBI_00184"	74.70	0.00	0.00	48.43	76.31	5.89	179.92	415.86	49.80	11.49	209.62	40.70	69.58	7.82	191.15	47.07	11.84	75.00	43.43	121.63	54.57	42.31	12.00	66.49	67.40	62.03	19.09	48.67	71.20	0.00	5.96	48.03	80.61
"GBI_00185"	21.51	0.00	33.50	88.03	183.00	46.85	17.39	21.02	25.08	1.47	70.10	104.59	108.75	22.11	17.10	5.60	35.69	97.12	99.48	183.64	24.69	60.83	42.17	36.84	74.51	171.29	6.43	7.67	93.16	0.00	0.48	76.62	71.50
"GBI_00186"	0.34	0.00	0.00	10.17	36.54	0.00	0.00	0.65	1.14	0.00	8.88	17.58	18.35	0.00	0.00	2.23	0.00	8.32	18.72	30.94	0.00	0.91	0.17	6.07	6.30	41.84	0.00	0.00	8.16	0.00	0.00	2.27	8.14
"GBI_00187"	0.00	0.00	0.00	8.94	23.74	0.00	0.00	0.00	0.00	0.00	2.42	3.55	12.68	0.00	0.00	0.00	0.00	1.36	17.98	5.46	0.00	1.30	0.00	0.00	3.49	11.88	0.00	2.45	3.47	0.00	0.00	1.61	2.66
"GBI_00188"	0.00	0.00	0.00	0.00	0.44	0.00	0.00	0.00	0.00	0.00	0.00	0.70	0.94	0.00	0.00	0.00	0.00	2.81	0.00	2.43	0.00	0.00	0.00	0.00	1.03	1.17	0.00	0.00	1.02	0.00	0.00	0.16	0.79
"GBI_00189"	0.00	0.00	0.00	23.97	5.68	0.00	0.00	0.00	0.00	0.00	0.00	4.56	3.05	0.00	0.00	0.00	0.00	2.62	0.00	5.25	0.00	0.00	0.00	0.00	2.24	12.66	0.00	0.00	0.00	0.00	0.00	0.00	2.57
"GBI_00191"	0.00	0.00	0.00	4.18	13.73	0.00	0.00	0.00	0.00	0.00	0.68	3.62	7.06	0.00	0.00	0.00	0.14	1.30	2.95	10.07	0.00	0.72	0.06	1.82	2.74	13.49	0.75	0.00	4.65	0.00	0.00	0.42	4.00
"GBI_00192"	0.00	0.00	0.00	0.00	8.05	0.00	0.00	0.00	0.00	212.55	0.00	0.00	0.00	10.57	0.00	12.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	183.06	0.73	5.43
"GBI_00193"	21.47	0.00	67.94	37.57	58.50	605.78	193.24	83.05	140.78	1.40	800.65	28.45	32.77	479.47	145.74	36.08	77.53	578.37	19.80	33.81	461.38	248.25	68.72	745.86	28.36	73.50	1063.75	6.84	8.94	0.00	3.56	565.04	187.22
