tsa_id,species,order,family,oskar,TSA,bioproject,biosample,sex,stage,tissue,raw_tissue,brain,germline,clean_tissue,clean_stage,clean_sex
GFCT,mythimna_separata,Lepidoptera,Noctuidae,not found,GFCT00000000.1,PRJNA357654,SAMN05932802,not collected,None,None,None,0,0,None,None,undetermined sex
GFCT,mythimna_separata,Lepidoptera,Noctuidae,not found,GFCT00000000.1,PRJNA357654,SAMN05932803,None,adults and third instar larvae,None,None,0,0,None,adult & 3rd instar larvae,None
GFCT,mythimna_separata,Lepidoptera,Noctuidae,not found,GFCT00000000.1,PRJNA357654,SAMN05932803,not collected,None,None,None,0,0,None,None,undetermined sex
GFCT,mythimna_separata,Lepidoptera,Noctuidae,not found,GFCT00000000.1,PRJNA357654,SAMN05932804,None,adults and third instar larvae,None,None,0,0,None,adult & 3rd instar larvae,None
GFCT,mythimna_separata,Lepidoptera,Noctuidae,not found,GFCT00000000.1,PRJNA357654,SAMN05932804,not collected,None,None,None,0,0,None,None,undetermined sex
GFCT,mythimna_separata,Lepidoptera,Noctuidae,not found,GFCT00000000.1,PRJNA357654,SAMN05932805,None,adults and third instar larvae,None,None,0,0,None,adult & 3rd instar larvae,None
GFCT,mythimna_separata,Lepidoptera,Noctuidae,not found,GFCT00000000.1,PRJNA357654,SAMN05932805,not collected,None,None,None,0,0,None,None,undetermined sex
GFCT,mythimna_separata,Lepidoptera,Noctuidae,not found,GFCT00000000.1,PRJNA357654,SAMN05932806,None,adults and third instar larvae,None,None,0,0,None,adult & 3rd instar larvae,None
GFCT,mythimna_separata,Lepidoptera,Noctuidae,not found,GFCT00000000.1,PRJNA357654,SAMN05932806,not collected,None,None,None,0,0,None,None,undetermined sex
GFCT,mythimna_separata,Lepidoptera,Noctuidae,not found,GFCT00000000.1,PRJNA357654,SAMN05932807,None,adults and third instar larvae,None,None,0,0,None,adult & 3rd instar larvae,None
GFCT,mythimna_separata,Lepidoptera,Noctuidae,not found,GFCT00000000.1,PRJNA357654,SAMN05932807,not collected,None,None,None,0,0,None,None,undetermined sex
GFCT,mythimna_separata,Lepidoptera,Noctuidae,not found,GFCT00000000.1,PRJNA357654,SAMN05932808,None,adults and third instar larvae,None,None,0,0,None,adult & 3rd instar larvae,None
GFCT,mythimna_separata,Lepidoptera,Noctuidae,not found,GFCT00000000.1,PRJNA357654,SAMN05932808,not collected,None,None,None,0,0,None,None,undetermined sex
GFCT,mythimna_separata,Lepidoptera,Noctuidae,not found,GFCT00000000.1,PRJNA357654,SAMN05932809,None,adults and third instar larvae,None,None,0,0,None,adult & 3rd instar larvae,None
GFCT,mythimna_separata,Lepidoptera,Noctuidae,not found,GFCT00000000.1,PRJNA357654,SAMN05932809,not collected,None,None,None,0,0,None,None,undetermined sex
GFCT,mythimna_separata,Lepidoptera,Noctuidae,not found,GFCT00000000.1,PRJNA357654,SAMN05932798,None,None,"antennae, legs and larvae","antennae, legs and larvae",0,0,antennae & legs & larvae,None,None
GFCT,mythimna_separata,Lepidoptera,Noctuidae,not found,GFCT00000000.1,PRJNA357654,SAMN05932799,None,None,"antennae, legs and larvae","antennae, legs and larvae",0,0,antennae & legs & larvae,None,None
GFCT,mythimna_separata,Lepidoptera,Noctuidae,not found,GFCT00000000.1,PRJNA357654,SAMN05932800,None,None,"antennae, legs and larvae","antennae, legs and larvae",0,0,antennae & legs & larvae,None,None
GFCT,mythimna_separata,Lepidoptera,Noctuidae,not found,GFCT00000000.1,PRJNA357654,SAMN05932801,None,None,"antennae, legs and larvae","antennae, legs and larvae",0,0,antennae & legs & larvae,None,None
GFCT,mythimna_separata,Lepidoptera,Noctuidae,not found,GFCT00000000.1,PRJNA357654,SAMN05932802,None,None,"antennae, legs and larvae","antennae, legs and larvae",0,0,antennae & legs & larvae,None,None
GFCT,mythimna_separata,Lepidoptera,Noctuidae,not found,GFCT00000000.1,PRJNA357654,SAMN05932803,None,None,"antennae, legs and larvae","antennae, legs and larvae",0,0,antennae & legs & larvae,None,None
GFCT,mythimna_separata,Lepidoptera,Noctuidae,not found,GFCT00000000.1,PRJNA357654,SAMN05932804,None,None,"antennae, legs and larvae","antennae, legs and larvae",0,0,antennae & legs & larvae,None,None
GFCT,mythimna_separata,Lepidoptera,Noctuidae,not found,GFCT00000000.1,PRJNA357654,SAMN05932805,None,None,"antennae, legs and larvae","antennae, legs and larvae",0,0,antennae & legs & larvae,None,None
GFCT,mythimna_separata,Lepidoptera,Noctuidae,not found,GFCT00000000.1,PRJNA357654,SAMN05932806,None,None,"antennae, legs and larvae","antennae, legs and larvae",0,0,antennae & legs & larvae,None,None
GFCT,mythimna_separata,Lepidoptera,Noctuidae,not found,GFCT00000000.1,PRJNA357654,SAMN05932807,None,None,"antennae, legs and larvae","antennae, legs and larvae",0,0,antennae & legs & larvae,None,None
GFCT,mythimna_separata,Lepidoptera,Noctuidae,not found,GFCT00000000.1,PRJNA357654,SAMN05932808,None,None,"antennae, legs and larvae","antennae, legs and larvae",0,0,antennae & legs & larvae,None,None
GFCT,mythimna_separata,Lepidoptera,Noctuidae,not found,GFCT00000000.1,PRJNA357654,SAMN05932809,None,None,"antennae, legs and larvae","antennae, legs and larvae",0,0,antennae & legs & larvae,None,None
GCTM,spodoptera_frugiperda,Lepidoptera,Noctuidae,not found,GCTM00000000.1,PRJNA271593,SAMN02378901,None,None,None,None,0,0,None,None,None
GANO,corethrella_appendiculata,Diptera,Chaoboridae,found,GANO00000000.1,PRJNA213247,SAMN01881995,None,None,pooled whole organism,pooled whole organism,0,0,whole organism,None,None
GAYD,blaberus_atropos,Blattodea,Blaberidae,not found,GAYD00000000.2,PRJNA219531,SAMN02047121,male,None,None,None,0,0,None,None,male
GAVW,epiophlebia_superstes,Odonata,Epiophlebiidae,not found,GAVW00000000.2,PRJNA219553,SAMN02047171,male,None,None,None,0,0,None,None,male
GAVW,epiophlebia_superstes,Odonata,Epiophlebiidae,not found,GAVW00000000.2,PRJNA219553,SAMN02047171,None,adult,None,None,0,0,None,adult,None
GAJW,aphis_craccivora,Hemiptera,Aphididae,not found,GAJW00000000.1,PRJNA192260,SAMN01939138,None,None,None,None,0,0,None,None,None
GBOM,chalybion_californicum,Hymenoptera,Sphecidae,not found,GBOM00000000.1,PRJNA252298,SAMN02870236,male,None,None,None,0,0,None,None,male
GBOM,chalybion_californicum,Hymenoptera,Sphecidae,not found,GBOM00000000.1,PRJNA252298,SAMN02870236,None,adult,None,None,0,0,None,adult,None
GBOM,chalybion_californicum,Hymenoptera,Sphecidae,not found,GBOM00000000.1,PRJNA252298,SAMN02870236,None,None,whole organism,whole organism,0,0,whole organism,None,None
GBXA,parnopes_grandior,Hymenoptera,Chrysididae,found,GBXA00000000.1,PRJNA252317,SAMN02870367,missing,None,None,None,0,0,None,None,undetermined sex
GBXA,parnopes_grandior,Hymenoptera,Chrysididae,found,GBXA00000000.1,PRJNA252317,SAMN02870367,None,adult,None,None,0,0,None,adult,None
GBXA,parnopes_grandior,Hymenoptera,Chrysididae,found,GBXA00000000.1,PRJNA252317,SAMN02870367,None,None,whole organism,whole organism,0,0,whole organism,None,None
GFBA,tupiocoris_notatus,Hemiptera,Miridae,not found,GFBA00000000.1,PRJNA343704,SAMN05792422,None,None,whole body,whole body,0,0,whole organism,None,None
GFBA,tupiocoris_notatus,Hemiptera,Miridae,not found,GFBA00000000.1,PRJNA343704,SAMN05792423,None,None,whole body,whole body,0,0,whole organism,None,None
GFBA,tupiocoris_notatus,Hemiptera,Miridae,not found,GFBA00000000.1,PRJNA343704,SAMN05792425,None,None,whole body,whole body,0,0,whole organism,None,None
GFBA,tupiocoris_notatus,Hemiptera,Miridae,not found,GFBA00000000.1,PRJNA343704,SAMN05792426,None,None,whole body,whole body,0,0,whole organism,None,None
GECN,diachasma_alloeum,Hymenoptera,Braconidae,found,GECN00000000.1,PRJNA283787,SAMN04302192,None,adult,None,None,0,0,None,adult,None
GECN,diachasma_alloeum,Hymenoptera,Braconidae,found,GECN00000000.1,PRJNA283787,SAMN04302192,female,None,None,None,0,0,None,None,female
GECN,diachasma_alloeum,Hymenoptera,Braconidae,found,GECN00000000.1,PRJNA283787,SAMN04302192,None,None,head,head,1,0,head,None,None
GBLR,thyreus_orbatus,Hymenoptera,Apidae,not found,GBLR00000000.1,PRJNA252319,SAMN02870428,male,None,None,None,0,0,None,None,male
GBLR,thyreus_orbatus,Hymenoptera,Apidae,not found,GBLR00000000.1,PRJNA252319,SAMN02870428,None,adult,None,None,0,0,None,adult,None
GBLR,thyreus_orbatus,Hymenoptera,Apidae,not found,GBLR00000000.1,PRJNA252319,SAMN02870428,None,None,whole organism,whole organism,0,0,whole organism,None,None
GBYD,euwallacea_fornicatus,Coleoptera,Curculionidae,found,GBYD00000000.1,PRJNA260703,SAMN03390060,None,None,whole body,whole body,0,0,whole organism,None,None
GBYD,euwallacea_fornicatus,Coleoptera,Curculionidae,found,GBYD00000000.1,PRJNA260703,SAMN03390064,None,None,whole body,whole body,0,0,whole organism,None,None
GBYD,euwallacea_fornicatus,Coleoptera,Curculionidae,found,GBYD00000000.1,PRJNA260703,SAMN03390057,None,None,egg,egg,0,1,egg,None,None
GBYD,euwallacea_fornicatus,Coleoptera,Curculionidae,found,GBYD00000000.1,PRJNA260703,SAMN03390061,None,None,laves_stage_3-4,laves_stage_3-4,0,0,whole organism,None,None
GBYD,euwallacea_fornicatus,Coleoptera,Curculionidae,found,GBYD00000000.1,PRJNA260703,SAMN03390062,None,None,larval,larval,0,0,whole organism,None,None
GBYD,euwallacea_fornicatus,Coleoptera,Curculionidae,found,GBYD00000000.1,PRJNA260703,SAMN03390063,None,None,pupae,pupae,0,0,whole organism,None,None
GBYD,euwallacea_fornicatus,Coleoptera,Curculionidae,found,GBYD00000000.1,PRJNA260703,SAMN03390065,None,None,egg0-24h,egg0-24h,0,1,egg,None,None
GFNG,cricotopus_albitarsis,Diptera,Chironomidae,not found,GFNG00000000.1,PRJNA350713,SAMN05948823,None,None,whole larvae,whole larvae,0,0,whole organism,None,None
GFNG,cricotopus_albitarsis,Diptera,Chironomidae,not found,GFNG00000000.1,PRJNA350713,SAMN05948835,None,None,whole larvae,whole larvae,0,0,whole organism,None,None
GBBP,teleopsis_dalmanni,Diptera,Diopsidae,not found,GBBP00000000.1,PRJNA240197,SAMN02464013,female,None,None,None,0,0,None,None,female
GBBP,teleopsis_dalmanni,Diptera,Diopsidae,not found,GBBP00000000.1,PRJNA240197,SAMN02464013,None,adult,None,None,0,0,None,adult,None
GBBP,teleopsis_dalmanni,Diptera,Diopsidae,not found,GBBP00000000.1,PRJNA240197,SAMN02464014,female,None,None,None,0,0,None,None,female
GBBP,teleopsis_dalmanni,Diptera,Diopsidae,not found,GBBP00000000.1,PRJNA240197,SAMN02464014,None,adult,None,None,0,0,None,adult,None
GBBP,teleopsis_dalmanni,Diptera,Diopsidae,not found,GBBP00000000.1,PRJNA240197,SAMN02464015,female,None,None,None,0,0,None,None,female
GBBP,teleopsis_dalmanni,Diptera,Diopsidae,not found,GBBP00000000.1,PRJNA240197,SAMN02464015,None,adult,None,None,0,0,None,adult,None
GBBP,teleopsis_dalmanni,Diptera,Diopsidae,not found,GBBP00000000.1,PRJNA240197,SAMN02464016,female,None,None,None,0,0,None,None,female
GBBP,teleopsis_dalmanni,Diptera,Diopsidae,not found,GBBP00000000.1,PRJNA240197,SAMN02464016,None,adult,None,None,0,0,None,adult,None
GBBP,teleopsis_dalmanni,Diptera,Diopsidae,not found,GBBP00000000.1,PRJNA240197,SAMN02464017,female,None,None,None,0,0,None,None,female
GBBP,teleopsis_dalmanni,Diptera,Diopsidae,not found,GBBP00000000.1,PRJNA240197,SAMN02464017,None,adult,None,None,0,0,None,adult,None
GBBP,teleopsis_dalmanni,Diptera,Diopsidae,not found,GBBP00000000.1,PRJNA240197,SAMN02464018,female,None,None,None,0,0,None,None,female
GBBP,teleopsis_dalmanni,Diptera,Diopsidae,not found,GBBP00000000.1,PRJNA240197,SAMN02464018,None,adult,None,None,0,0,None,adult,None
GBBP,teleopsis_dalmanni,Diptera,Diopsidae,not found,GBBP00000000.1,PRJNA240197,SAMN02464019,female,None,None,None,0,0,None,None,female
GBBP,teleopsis_dalmanni,Diptera,Diopsidae,not found,GBBP00000000.1,PRJNA240197,SAMN02464019,None,adult,None,None,0,0,None,adult,None
GBBP,teleopsis_dalmanni,Diptera,Diopsidae,not found,GBBP00000000.1,PRJNA240197,SAMN02464020,female,None,None,None,0,0,None,None,female
GBBP,teleopsis_dalmanni,Diptera,Diopsidae,not found,GBBP00000000.1,PRJNA240197,SAMN02464020,None,adult,None,None,0,0,None,adult,None
GBBP,teleopsis_dalmanni,Diptera,Diopsidae,not found,GBBP00000000.1,PRJNA240197,SAMN02464021,female,None,None,None,0,0,None,None,female
GBBP,teleopsis_dalmanni,Diptera,Diopsidae,not found,GBBP00000000.1,PRJNA240197,SAMN02464021,None,adult,None,None,0,0,None,adult,None
GBBP,teleopsis_dalmanni,Diptera,Diopsidae,not found,GBBP00000000.1,PRJNA240197,SAMN02464022,female,None,None,None,0,0,None,None,female
GBBP,teleopsis_dalmanni,Diptera,Diopsidae,not found,GBBP00000000.1,PRJNA240197,SAMN02464022,None,adult,None,None,0,0,None,adult,None
GBBP,teleopsis_dalmanni,Diptera,Diopsidae,not found,GBBP00000000.1,PRJNA240197,SAMN02464023,female,None,None,None,0,0,None,None,female
GBBP,teleopsis_dalmanni,Diptera,Diopsidae,not found,GBBP00000000.1,PRJNA240197,SAMN02464023,None,adult,None,None,0,0,None,adult,None
GBBP,teleopsis_dalmanni,Diptera,Diopsidae,not found,GBBP00000000.1,PRJNA240197,SAMN02464024,female,None,None,None,0,0,None,None,female
GBBP,teleopsis_dalmanni,Diptera,Diopsidae,not found,GBBP00000000.1,PRJNA240197,SAMN02464024,None,adult,None,None,0,0,None,adult,None
GBBP,teleopsis_dalmanni,Diptera,Diopsidae,not found,GBBP00000000.1,PRJNA240197,SAMN02464115,female,None,None,None,0,0,None,None,female
GBBP,teleopsis_dalmanni,Diptera,Diopsidae,not found,GBBP00000000.1,PRJNA240197,SAMN02464115,None,adult,None,None,0,0,None,adult,None
GBBP,teleopsis_dalmanni,Diptera,Diopsidae,not found,GBBP00000000.1,PRJNA240197,SAMN02464116,female,None,None,None,0,0,None,None,female
GBBP,teleopsis_dalmanni,Diptera,Diopsidae,not found,GBBP00000000.1,PRJNA240197,SAMN02464116,None,adult,None,None,0,0,None,adult,None
GBBP,teleopsis_dalmanni,Diptera,Diopsidae,not found,GBBP00000000.1,PRJNA240197,SAMN02464117,female,None,None,None,0,0,None,None,female
GBBP,teleopsis_dalmanni,Diptera,Diopsidae,not found,GBBP00000000.1,PRJNA240197,SAMN02464117,None,adult,None,None,0,0,None,adult,None
GBBP,teleopsis_dalmanni,Diptera,Diopsidae,not found,GBBP00000000.1,PRJNA240197,SAMN02464118,female,None,None,None,0,0,None,None,female
GBBP,teleopsis_dalmanni,Diptera,Diopsidae,not found,GBBP00000000.1,PRJNA240197,SAMN02464118,None,adult,None,None,0,0,None,adult,None
GBBP,teleopsis_dalmanni,Diptera,Diopsidae,not found,GBBP00000000.1,PRJNA240197,SAMN02464119,female,None,None,None,0,0,None,None,female
GBBP,teleopsis_dalmanni,Diptera,Diopsidae,not found,GBBP00000000.1,PRJNA240197,SAMN02464119,None,adult,None,None,0,0,None,adult,None
GBBP,teleopsis_dalmanni,Diptera,Diopsidae,not found,GBBP00000000.1,PRJNA240197,SAMN02464120,female,None,None,None,0,0,None,None,female
GBBP,teleopsis_dalmanni,Diptera,Diopsidae,not found,GBBP00000000.1,PRJNA240197,SAMN02464120,None,adult,None,None,0,0,None,adult,None
GBBP,teleopsis_dalmanni,Diptera,Diopsidae,not found,GBBP00000000.1,PRJNA240197,SAMN02464121,female,None,None,None,0,0,None,None,female
GBBP,teleopsis_dalmanni,Diptera,Diopsidae,not found,GBBP00000000.1,PRJNA240197,SAMN02464121,None,adult,None,None,0,0,None,adult,None
GBBP,teleopsis_dalmanni,Diptera,Diopsidae,not found,GBBP00000000.1,PRJNA240197,SAMN02464122,female,None,None,None,0,0,None,None,female
GBBP,teleopsis_dalmanni,Diptera,Diopsidae,not found,GBBP00000000.1,PRJNA240197,SAMN02464122,None,adult,None,None,0,0,None,adult,None
GBBP,teleopsis_dalmanni,Diptera,Diopsidae,not found,GBBP00000000.1,PRJNA240197,SAMN02464123,female,None,None,None,0,0,None,None,female
GBBP,teleopsis_dalmanni,Diptera,Diopsidae,not found,GBBP00000000.1,PRJNA240197,SAMN02464123,None,adult,None,None,0,0,None,adult,None
GBBP,teleopsis_dalmanni,Diptera,Diopsidae,not found,GBBP00000000.1,PRJNA240197,SAMN02464124,female,None,None,None,0,0,None,None,female
GBBP,teleopsis_dalmanni,Diptera,Diopsidae,not found,GBBP00000000.1,PRJNA240197,SAMN02464124,None,adult,None,None,0,0,None,adult,None
GBBP,teleopsis_dalmanni,Diptera,Diopsidae,not found,GBBP00000000.1,PRJNA240197,SAMN02464125,female,None,None,None,0,0,None,None,female
GBBP,teleopsis_dalmanni,Diptera,Diopsidae,not found,GBBP00000000.1,PRJNA240197,SAMN02464125,None,adult,None,None,0,0,None,adult,None
GBBP,teleopsis_dalmanni,Diptera,Diopsidae,not found,GBBP00000000.1,PRJNA240197,SAMN02464126,female,None,None,None,0,0,None,None,female
GBBP,teleopsis_dalmanni,Diptera,Diopsidae,not found,GBBP00000000.1,PRJNA240197,SAMN02464126,None,adult,None,None,0,0,None,adult,None
GBBP,teleopsis_dalmanni,Diptera,Diopsidae,not found,GBBP00000000.1,PRJNA240197,SAMN02464127,female,None,None,None,0,0,None,None,female
GBBP,teleopsis_dalmanni,Diptera,Diopsidae,not found,GBBP00000000.1,PRJNA240197,SAMN02464127,None,adult,None,None,0,0,None,adult,None
GBBP,teleopsis_dalmanni,Diptera,Diopsidae,not found,GBBP00000000.1,PRJNA240197,SAMN02464013,None,None,bursa,bursa,0,0,bursa,None,None
GBBP,teleopsis_dalmanni,Diptera,Diopsidae,not found,GBBP00000000.1,PRJNA240197,SAMN02464016,None,None,bursa,bursa,0,0,bursa,None,None
GBBP,teleopsis_dalmanni,Diptera,Diopsidae,not found,GBBP00000000.1,PRJNA240197,SAMN02464017,None,None,bursa,bursa,0,0,bursa,None,None
GBBP,teleopsis_dalmanni,Diptera,Diopsidae,not found,GBBP00000000.1,PRJNA240197,SAMN02464020,None,None,bursa,bursa,0,0,bursa,None,None
GBBP,teleopsis_dalmanni,Diptera,Diopsidae,not found,GBBP00000000.1,PRJNA240197,SAMN02464022,None,None,bursa,bursa,0,0,bursa,None,None
GBBP,teleopsis_dalmanni,Diptera,Diopsidae,not found,GBBP00000000.1,PRJNA240197,SAMN02464115,None,None,bursa,bursa,0,0,bursa,None,None
GBBP,teleopsis_dalmanni,Diptera,Diopsidae,not found,GBBP00000000.1,PRJNA240197,SAMN02464118,None,None,bursa,bursa,0,0,bursa,None,None
GBBP,teleopsis_dalmanni,Diptera,Diopsidae,not found,GBBP00000000.1,PRJNA240197,SAMN02464119,None,None,bursa,bursa,0,0,bursa,None,None
GBBP,teleopsis_dalmanni,Diptera,Diopsidae,not found,GBBP00000000.1,PRJNA240197,SAMN02464122,None,None,bursa,bursa,0,0,bursa,None,None
GBBP,teleopsis_dalmanni,Diptera,Diopsidae,not found,GBBP00000000.1,PRJNA240197,SAMN02464125,None,None,bursa,bursa,0,0,bursa,None,None
GBBP,teleopsis_dalmanni,Diptera,Diopsidae,not found,GBBP00000000.1,PRJNA240197,SAMN02464014,None,None,bursal gland,bursal gland,0,0,bursa,None,None
GBBP,teleopsis_dalmanni,Diptera,Diopsidae,not found,GBBP00000000.1,PRJNA240197,SAMN02464018,None,None,bursal gland,bursal gland,0,0,bursa,None,None
GBBP,teleopsis_dalmanni,Diptera,Diopsidae,not found,GBBP00000000.1,PRJNA240197,SAMN02464019,None,None,bursal gland,bursal gland,0,0,bursa,None,None
GBBP,teleopsis_dalmanni,Diptera,Diopsidae,not found,GBBP00000000.1,PRJNA240197,SAMN02464023,None,None,bursal gland,bursal gland,0,0,bursa,None,None
GBBP,teleopsis_dalmanni,Diptera,Diopsidae,not found,GBBP00000000.1,PRJNA240197,SAMN02464024,None,None,bursal gland,bursal gland,0,0,bursa,None,None
GBBP,teleopsis_dalmanni,Diptera,Diopsidae,not found,GBBP00000000.1,PRJNA240197,SAMN02464116,None,None,bursal gland,bursal gland,0,0,bursa,None,None
GBBP,teleopsis_dalmanni,Diptera,Diopsidae,not found,GBBP00000000.1,PRJNA240197,SAMN02464120,None,None,bursal gland,bursal gland,0,0,bursa,None,None
GBBP,teleopsis_dalmanni,Diptera,Diopsidae,not found,GBBP00000000.1,PRJNA240197,SAMN02464121,None,None,bursal gland,bursal gland,0,0,bursa,None,None
GBBP,teleopsis_dalmanni,Diptera,Diopsidae,not found,GBBP00000000.1,PRJNA240197,SAMN02464123,None,None,bursal gland,bursal gland,0,0,bursa,None,None
GBBP,teleopsis_dalmanni,Diptera,Diopsidae,not found,GBBP00000000.1,PRJNA240197,SAMN02464126,None,None,bursal gland,bursal gland,0,0,bursa,None,None
GBBP,teleopsis_dalmanni,Diptera,Diopsidae,not found,GBBP00000000.1,PRJNA240197,SAMN02464127,None,None,bursal gland,bursal gland,0,0,bursa,None,None
GBBP,teleopsis_dalmanni,Diptera,Diopsidae,not found,GBBP00000000.1,PRJNA240197,SAMN02464015,None,None,thorax,thorax,0,0,thorax,None,None
GBBP,teleopsis_dalmanni,Diptera,Diopsidae,not found,GBBP00000000.1,PRJNA240197,SAMN02464021,None,None,thorax,thorax,0,0,thorax,None,None
GBBP,teleopsis_dalmanni,Diptera,Diopsidae,not found,GBBP00000000.1,PRJNA240197,SAMN02464117,None,None,thorax,thorax,0,0,thorax,None,None
GBBP,teleopsis_dalmanni,Diptera,Diopsidae,not found,GBBP00000000.1,PRJNA240197,SAMN02464124,None,None,thorax,thorax,0,0,thorax,None,None
GBNY,andricus_quercuscalicis,Hymenoptera,Cynipidae,not found,GBNY00000000.1,PRJNA252297,SAMN02870210,female,None,None,None,0,0,None,None,female
